user_id,datetime,open,high,low,close,volume,signals,trade_type,ema_20,ema_40
4331,2020-09-03 14:00:00,10925.19,10930.0,10443.6,10683.59,73152.93,0,hold,11358.123709553607,11494.156743161913
4332,2020-09-03 16:00:00,10683.82,10778.2,10559.0,10704.8,44267.676,0,hold,11295.902403881835,11455.651536178404
4333,2020-09-03 18:00:00,10704.79,10747.39,10605.11,10689.77,23435.832,0,hold,11238.175508274042,11418.291461242872
4334,2020-09-03 20:00:00,10689.78,10800.0,10682.04,10728.84,15698.376,0,hold,11189.667364628896,11384.659682645659
4335,2020-09-03 22:00:00,10728.84,10755.0,9901.16,10141.08,93030.614,0,hold,11089.801901330906,11323.997259101967
4336,2020-09-04 00:00:00,10141.4,10347.99,10056.0,10265.58,41727.718,0,hold,11011.304577394629,11272.36714890187
4337,2020-09-04 02:00:00,10265.58,10291.33,10166.0,10269.79,22547.99,0,hold,10940.684141452282,11223.460946516414
4338,2020-09-04 04:00:00,10269.79,10336.51,10224.72,10284.1,18866.095,0,hold,10878.152318456829,11177.63846132049
4339,2020-09-04 06:00:00,10284.11,10339.46,10100.0,10295.64,34562.631,0,hold,10822.674954794275,11134.614146134123
4340,2020-09-04 08:00:00,10295.78,10530.37,10295.0,10518.32,41574.512,0,hold,10793.688768623391,11104.55101705441
4341,2020-09-04 10:00:00,10516.65,10528.28,10361.9,10421.25,32363.101,0,hold,10758.218409706878,11071.219260124926
4342,2020-09-04 12:00:00,10423.84,10500.0,10373.53,10375.4,28732.114,0,hold,10721.759513544319,11037.276857192002
4343,2020-09-04 14:00:00,10375.87,10450.0,9878.65,10427.24,112518.713,0,hold,10693.710036063907,11007.51896171922
4344,2020-09-04 16:00:00,10428.91,10478.78,10306.29,10406.7,30005.553,0,hold,10666.375746914964,10978.210719684135
4345,2020-09-04 18:00:00,10406.59,10598.87,10333.0,10568.37,32417.101,0,hold,10657.041866256395,10958.218489455641
4346,2020-09-04 20:00:00,10568.36,10635.77,10532.03,10547.27,15599.54,0,hold,10646.587402803405,10938.172221677316
4347,2020-09-04 22:00:00,10547.27,10582.19,10430.49,10448.0,21648.773,0,hold,10627.674316822127,10914.261381595496
4348,2020-09-05 00:00:00,10448.0,10567.87,10405.0,10481.0,20883.71,0,hold,10613.70533426764,10893.126680054253
4349,2020-09-05 02:00:00,10481.0,10505.0,10380.64,10409.93,14606.247,0,hold,10594.298159575485,10869.556110295509
4350,2020-09-05 04:00:00,10409.93,10476.69,10371.56,10404.42,15018.577,0,hold,10576.2145253302,10846.86654393963
4351,2020-09-05 06:00:00,10404.44,10498.0,10356.48,10404.88,22330.89,0,hold,10559.896951489229,10825.306224723063
4352,2020-09-05 08:00:00,10404.88,10404.89,10275.0,10289.03,22535.318,0,hold,10534.100098966444,10799.146408882913
4353,2020-09-05 10:00:00,10288.51,10346.72,10126.0,10227.9,34033.292,0,hold,10504.938184779165,10771.280730400818
4354,2020-09-05 12:00:00,10226.43,10329.34,9975.85,10308.0,72298.197,0,hold,10486.18216718115,10748.681670381266
4355,2020-09-05 14:00:00,10307.99,10350.0,10220.1,10274.78,22464.932,0,hold,10466.048627449612,10725.56451572852
4356,2020-09-05 16:00:00,10274.95,10302.19,10016.34,10132.39,44725.84,0,hold,10434.271615311554,10696.629173497859
4357,2020-09-05 18:00:00,10133.52,10199.99,9808.58,9960.16,75416.553,0,hold,10389.118128139025,10660.703847961377
4358,2020-09-05 20:00:00,9960.76,10140.62,9887.2,10083.84,25670.765,0,hold,10360.044020697213,10632.564148060821
4359,2020-09-05 22:00:00,10083.85,10190.0,9955.73,10168.71,29322.961,0,hold,10341.821733011764,10609.937116448096
4360,2020-09-06 00:00:00,10168.23,10247.19,10107.86,10120.62,18532.798,0,hold,10320.754901296357,10586.067988816481
4361,2020-09-06 02:00:00,10120.62,10196.24,10054.13,10167.22,14448.699,0,hold,10306.132529744324,10565.63637960592
4362,2020-09-06 04:00:00,10167.51,10224.27,10003.0,10121.73,24828.639,0,hold,10288.570384054388,10543.982409869046
4363,2020-09-06 06:00:00,10121.72,10260.59,10070.0,10232.56,16354.198,0,hold,10283.236061763495,10528.791072802263
4364,2020-09-06 08:00:00,10232.42,10286.0,10169.0,10219.98,20435.782,0,hold,10277.211674928876,10513.727118031422
4365,2020-09-06 10:00:00,10219.98,10275.26,10172.0,10266.67,12475.646,0,hold,10276.20770588803,10501.675551298182
4366,2020-09-06 12:00:00,10266.45,10303.0,10194.03,10225.81,14979.274,0,hold,10271.407924374884,10488.218695137293
4367,2020-09-06 14:00:00,10225.82,10266.0,10125.56,10176.25,14103.338,0,hold,10262.34526491061,10473.000710008644
4368,2020-09-06 16:00:00,10176.25,10256.99,10145.34,10208.3,11206.865,0,hold,10257.198096823886,10460.088480252123
4369,2020-09-06 18:00:00,10208.3,10280.0,10181.73,10257.52,8848.12,0,hold,10257.22875426923,10450.207090971531
4370,2020-09-06 20:00:00,10257.53,10348.78,10218.58,10321.85,12826.874,0,hold,10263.383158624541,10443.945769460724
4371,2020-09-06 22:00:00,10322.41,10348.97,10186.0,10258.13,21167.421,0,hold,10262.882857803155,10434.881585584591
4372,2020-09-07 00:00:00,10258.13,10315.13,10233.52,10286.06,8374.812,0,hold,10265.090204679045,10427.62199604388
4373,2020-09-07 02:00:00,10286.05,10286.06,10181.01,10203.56,8768.939,0,hold,10259.230185185803,10416.692142578324
4374,2020-09-07 04:00:00,10203.82,10241.0,10082.11,10109.13,13887.241,0,hold,10244.934929453822,10401.68911123304
4375,2020-09-07 06:00:00,10109.13,10164.0,10050.01,10116.19,18551.976,0,hold,10232.673507601077,10387.762325319232
4376,2020-09-07 08:00:00,10116.2,10188.54,10101.5,10120.0,13624.116,0,hold,10221.942697353355,10374.700748474392
4377,2020-09-07 10:00:00,10120.0,10161.9,10000.0,10031.6,36129.022,0,hold,10203.81482141494,10357.964126597592
4378,2020-09-07 12:00:00,10031.6,10129.52,9879.68,10078.76,61975.309,0,hold,10191.904838423043,10344.344413105026
4379,2020-09-07 14:00:00,10078.75,10169.67,9982.82,10147.19,26056.324,0,hold,10187.646282382753,10334.727124660878
4380,2020-09-07 16:00:00,10147.25,10241.9,10127.23,10166.9,19304.494,0,hold,10185.670445965348,10326.540435653029
4381,2020-09-07 18:00:00,10166.91,10227.62,10134.92,10150.63,11067.605,0,hold,10182.333260635316,10317.959438791906
4382,2020-09-07 20:00:00,10150.63,10188.34,10089.15,10159.83,10719.754,0,hold,10180.190092955763,10310.245807631325
4383,2020-09-07 22:00:00,10159.91,10420.55,10159.8,10378.76,30017.357,0,hold,10199.101512674262,10313.587963356626
4384,2020-09-08 00:00:00,10379.3,10443.79,10310.0,10313.43,18206.668,0,hold,10209.989940038618,10313.580257827034
4385,2020-09-08 02:00:00,10313.43,10355.55,10300.0,10306.5,7124.867,0,hold,10219.181374320655,10313.234879396447
4386,2020-09-08 04:00:00,10306.49,10324.25,10227.15,10234.59,12281.832,0,hold,10220.648862480592,10309.398543816133
4387,2020-09-08 06:00:00,10234.59,10319.0,10230.0,10269.9,11300.56,0,hold,10225.33944700625,10307.4717855812
4388,2020-09-08 08:00:00,10270.81,10343.4,10012.8,10018.33,31452.627,0,hold,10205.624261577084,10293.367308235775
4389,2020-09-08 10:00:00,10017.64,10080.0,9933.0,9987.07,39505.593,0,hold,10184.809569998313,10278.425976126713
4390,2020-09-08 12:00:00,9987.14,10059.02,9923.08,9998.26,46833.585,0,hold,10167.042944284187,10264.75934314492
4391,2020-09-08 14:00:00,9996.75,10158.81,9985.58,10101.92,36029.815,0,hold,10160.840759114264,10256.815960552483
4392,2020-09-08 16:00:00,10102.36,10175.0,10092.0,10161.51,11629.212,0,hold,10160.904496341478,10252.16688930602
4393,2020-09-08 18:00:00,10161.51,10170.78,9938.0,9994.0,31837.277,0,hold,10145.008830023242,10239.573382510604
4394,2020-09-08 20:00:00,9994.0,10068.03,9980.24,10031.36,13566.782,0,hold,10134.185131925791,10229.416632144234
4395,2020-09-08 22:00:00,10031.36,10241.38,9842.01,10129.02,58033.504,0,hold,10133.693214599527,10224.51923545427
4396,2020-09-09 00:00:00,10130.0,10154.23,10077.58,10122.07,10730.915,0,hold,10132.586241780524,10219.521711773574
4397,2020-09-09 02:00:00,10122.08,10129.97,9981.13,10028.24,15494.704,0,hold,10122.648504468094,10210.190896565107
4398,2020-09-09 04:00:00,10028.25,10135.98,10008.0,10092.38,12746.841,0,hold,10119.765789756846,10204.444023561931
4399,2020-09-09 06:00:00,10092.38,10200.0,10065.0,10191.96,13657.116,0,hold,10126.641428827623,10203.835046802813
4400,2020-09-09 08:00:00,10191.92,10208.06,10143.0,10200.99,10585.476,0,hold,10133.722245129755,10203.696264031943
4401,2020-09-09 10:00:00,10200.99,10288.0,10154.0,10224.42,14142.121,0,hold,10142.360126545967,10204.707177981605
4402,2020-09-09 12:00:00,10224.69,10264.31,10168.18,10216.47,16111.746,0,hold,10149.418209732066,10205.280974177624
4403,2020-09-09 14:00:00,10216.45,10279.82,10189.01,10246.0,14622.993,0,hold,10158.616475471868,10207.267268120178
4404,2020-09-09 16:00:00,10246.0,10269.99,10200.0,10268.06,9841.388,0,hold,10169.039668284071,10210.232767236266
4405,2020-09-09 18:00:00,10268.09,10346.0,10252.87,10277.91,13678.746,0,hold,10179.408271304635,10213.534095663765
4406,2020-09-09 20:00:00,10277.91,10297.94,10227.09,10235.16,7925.98,0,hold,10184.717959751813,10214.589017826507
4407,2020-09-09 22:00:00,10235.16,10286.0,10176.0,10219.29,11684.663,0,hold,10188.010535013547,10214.818334030091
4408,2020-09-10 00:00:00,10219.29,10417.07,10211.67,10382.13,22902.894,0,hold,10206.498103107495,10222.97987871155
4409,2020-09-10 02:00:00,10382.12,10408.0,10342.63,10372.36,10982.875,0,hold,10222.294474240114,10230.266713896353
4410,2020-09-10 04:00:00,10372.36,10421.03,10346.23,10374.51,9334.093,0,hold,10236.791190979151,10237.302971755067
4411,2020-09-10 06:00:00,10374.51,10383.54,10251.48,10274.01,15994.944,1,long,10240.335839457326,10239.093558498722
4412,2020-09-10 08:00:00,10274.19,10295.0,10233.0,10277.6,13157.613,0,hold,10243.884807128057,10240.971921498784
4413,2020-09-10 10:00:00,10277.6,10322.0,10243.63,10293.12,10976.382,0,hold,10248.573873115862,10243.51573020616
4414,2020-09-10 12:00:00,10293.11,10456.81,10286.34,10435.57,22300.189,0,hold,10266.383028057207,10252.884231171713
4415,2020-09-10 14:00:00,10435.57,10484.6,10350.0,10414.51,28372.712,0,hold,10280.490358718425,10260.768415016993
4416,2020-09-10 16:00:00,10414.51,10443.51,10303.5,10349.92,18322.941,0,hold,10287.102705507146,10265.117272821042
4417,2020-09-10 18:00:00,10349.92,10374.0,10250.01,10269.36,19371.521,0,hold,10285.412924030275,10265.324235122454
4418,2020-09-10 20:00:00,10269.88,10352.0,10262.95,10340.8,9406.899,0,hold,10290.68788364644,10269.005979750627
4419,2020-09-10 22:00:00,10340.8,10356.28,10307.83,10335.91,6544.81,0,hold,10294.99475187059,10272.269590494498
4420,2020-09-11 00:00:00,10335.91,10380.5,10293.77,10305.47,10954.639,0,hold,10295.992394549581,10273.889122665498
4421,2020-09-11 02:00:00,10305.47,10315.67,10212.0,10221.7,16359.468,0,hold,10288.916928402003,10271.343311803766
4422,2020-09-11 04:00:00,10222.35,10286.97,10200.8,10285.09,14193.91,0,hold,10288.552459030385,10272.013881959681
4423,2020-09-11 06:00:00,10285.09,10292.54,10240.11,10260.0,10322.336,0,hold,10285.833177217966,10271.427838937258
4424,2020-09-11 08:00:00,10260.0,10334.99,10251.73,10320.36,16842.033,0,hold,10289.12144605435,10273.814773623246
4425,2020-09-11 10:00:00,10320.36,10323.88,10252.3,10256.26,10944.346,0,hold,10285.991784525366,10272.9584432026
4426,2020-09-11 12:00:00,10256.26,10320.0,10251.32,10264.01,11880.929,0,hold,10283.898281237236,10272.521933778082
4427,2020-09-11 14:00:00,10264.0,10330.0,10255.0,10319.09,12045.742,0,hold,10287.249873500357,10274.793546764515
4428,2020-09-11 16:00:00,10319.09,10347.44,10270.0,10300.0,10885.656,0,hold,10288.464171262229,10276.023129849173
4429,2020-09-11 18:00:00,10299.99,10337.48,10295.02,10324.68,6476.232,0,hold,10291.913297808684,10278.396635710189
4430,2020-09-11 20:00:00,10324.68,10343.0,10307.75,10342.99,3999.468,0,hold,10296.77774563643,10281.547531529204
4431,2020-09-11 22:00:00,10342.99,10397.85,10342.98,10387.81,11024.544,0,hold,10305.447484147246,10286.73106657656
4432,2020-09-12 00:00:00,10387.81,10399.96,10331.51,10368.73,6851.486,0,hold,10311.474390418936,10290.731014548435
4433,2020-09-12 02:00:00,10368.74,10372.24,10322.55,10342.39,5473.54,0,hold,10314.41873418856,10293.250965058269
4434,2020-09-12 04:00:00,10342.4,10370.0,10338.0,10359.0,3431.995,0,hold,10318.664569027746,10296.458235055426
4435,2020-09-12 06:00:00,10359.0,10359.0,10303.53,10343.7,7029.535,0,hold,10321.048895787007,10298.762711394185
4436,2020-09-12 08:00:00,10343.7,10353.8,10320.0,10351.89,5371.674,0,hold,10323.986143807291,10301.354286448126
4437,2020-09-12 10:00:00,10351.89,10357.71,10326.5,10340.62,5461.183,0,hold,10325.570320587549,10303.269687109194
4438,2020-09-12 12:00:00,10340.62,10340.62,10271.0,10292.17,11137.104,0,hold,10322.389337674449,10302.728238957527
4439,2020-09-12 14:00:00,10292.17,10380.0,10275.21,10359.86,12676.403,0,hold,10325.957972181644,10305.51515413033
4440,2020-09-12 16:00:00,10359.86,10377.63,10349.0,10375.0,5995.743,0,hold,10330.628641497678,10308.904658806898
4441,2020-09-12 18:00:00,10374.99,10477.7,10374.02,10458.26,20687.703,0,hold,10342.784008974091,10316.190285206561
4442,2020-09-12 20:00:00,10458.27,10470.21,10422.8,10450.24,6682.756,0,hold,10353.01791288132,10322.72929568429
4443,2020-09-12 22:00:00,10450.24,10453.69,10405.0,10438.28,6629.915,0,hold,10361.138111654527,10328.365915407008
4444,2020-09-13 00:00:00,10438.29,10444.99,10402.0,10421.0,5969.864,0,hold,10366.839243877906,10332.884651240813
4445,2020-09-13 02:00:00,10420.99,10558.64,10417.31,10553.48,14857.073,0,hold,10384.614553984771,10343.645399960771
4446,2020-09-13 04:00:00,10554.66,10580.0,10518.55,10529.5,10162.623,0,hold,10398.413167890983,10352.711478011464
4447,2020-09-13 06:00:00,10529.5,10553.83,10520.0,10540.08,5005.328,0,hold,10411.90524713946,10361.851405913343
4448,2020-09-13 08:00:00,10540.05,10557.52,10473.04,10502.38,11997.06,0,hold,10420.521890269036,10368.706459283425
4449,2020-09-13 10:00:00,10502.39,10502.39,10304.14,10322.51,28245.547,0,hold,10411.187424529127,10366.45297346472
4450,2020-09-13 12:00:00,10323.05,10352.68,10260.0,10320.96,22642.99,0,hold,10402.594336478734,10364.233804027417
4451,2020-09-13 14:00:00,10320.96,10340.66,10273.13,10281.78,11227.007,0,hold,10391.088209195046,10360.21166724559
4452,2020-09-13 16:00:00,10281.78,10298.73,10209.01,10275.0,24634.897,0,hold,10380.03218927171,10356.055000550683
4453,2020-09-13 18:00:00,10274.4,10322.2,10245.01,10307.61,10027.959,0,hold,10373.1348379125,10353.691829792113
4454,2020-09-13 20:00:00,10307.62,10319.63,10285.6,10296.08,7323.734,0,hold,10365.796281920831,10350.881496631522
4455,2020-09-13 22:00:00,10296.08,10329.99,10290.0,10327.72,6927.761,0,hold,10362.169969356943,10349.751667527546
4456,2020-09-14 00:00:00,10327.72,10327.73,10241.57,10320.51,9444.549,0,hold,10358.20235322771,10348.325244721324
4457,2020-09-14 02:00:00,10320.52,10368.0,10320.52,10344.9,10008.461,0,hold,10356.93546244412,10348.158159612965
4458,2020-09-14 04:00:00,10344.89,10353.68,10310.5,10335.03,7488.204,0,hold,10354.849227925633,10347.517761583063
4459,2020-09-14 06:00:00,10335.03,10400.0,10335.02,10395.81,9346.782,0,hold,10358.750253837477,10349.87348053023
4460,2020-09-14 08:00:00,10396.23,10455.39,10320.79,10364.57,22694.849,0,hold,10359.304515376765,10350.590383919
4461,2020-09-14 10:00:00,10364.56,10474.99,10362.0,10465.46,15622.414,0,hold,10369.41456153136,10356.19377982539
4462,2020-09-14 12:00:00,10465.45,10661.0,10446.0,10636.8,42955.315,0,hold,10394.879841385515,10369.881888126589
4463,2020-09-14 14:00:00,10636.36,10692.23,10585.0,10688.0,30659.344,0,hold,10422.796046967846,10385.39984480334
4464,2020-09-14 16:00:00,10687.99,10746.06,10645.97,10676.56,23018.339,0,hold,10446.964042494717,10399.602779203176
4465,2020-09-14 18:00:00,10676.56,10689.81,10636.0,10657.78,9753.375,0,hold,10467.041752733316,10412.196789973754
4466,2020-09-14 20:00:00,10657.78,10713.36,10647.21,10708.89,10001.687,0,hold,10490.074919139668,10426.669629487229
4467,2020-09-14 22:00:00,10708.89,10740.0,10614.09,10664.1,14266.917,0,hold,10506.648736364461,10438.251598780535
4468,2020-09-15 00:00:00,10664.1,10717.91,10643.45,10708.55,9574.738,0,hold,10525.877428139274,10451.436886644897
4469,2020-09-15 02:00:00,10708.55,10838.96,10691.08,10747.59,23182.447,0,hold,10546.99291117363,10465.88337997929
4470,2020-09-15 04:00:00,10747.59,10777.98,10705.0,10733.1,10614.6,0,hold,10564.71739582376,10478.91833705347
4471,2020-09-15 06:00:00,10733.1,10750.97,10700.01,10735.41,10123.844,0,hold,10580.973834316736,10491.430125489887
4472,2020-09-15 08:00:00,10735.06,10754.43,10592.0,10689.37,22955.959,0,hold,10591.297278667524,10501.085729124527
4473,2020-09-15 10:00:00,10689.37,10880.0,10658.02,10814.0,38101.18,0,hold,10612.50706165157,10516.34983989894
4474,2020-09-15 12:00:00,10814.01,10923.42,10814.0,10828.29,34487.124,0,hold,10633.057817684752,10531.5664330746
4475,2020-09-15 14:00:00,10828.0,10875.15,10731.22,10781.0,33252.922,0,hold,10647.147549333824,10543.733924144131
4476,2020-09-15 16:00:00,10780.01,10822.3,10690.37,10788.16,25012.949,0,long,10660.577306540126,10555.657147356613
4477,2020-09-15 18:00:00,10788.15,10801.59,10740.17,10777.76,8867.081,0,hold,10671.737563060115,10566.491432851411
4478,2020-09-15 20:00:00,10777.76,10869.99,10764.45,10852.34,15942.152,0,hold,10688.937795149628,10580.435265395245
4479,2020-09-15 22:00:00,10852.34,10859.1,10732.0,10776.78,15542.234,0,hold,10697.303719421092,10590.013057327184
4480,2020-09-16 00:00:00,10776.88,10785.0,10661.9,10730.17,23442.616,0,hold,10700.43384138099,10596.849981360003
4481,2020-09-16 02:00:00,10730.17,10775.0,10692.35,10772.61,10861.647,0,hold,10707.307761249465,10605.423640805857
4482,2020-09-16 04:00:00,10772.61,10822.0,10755.0,10767.11,12896.78,0,hold,10713.00321255904,10613.310780278742
4483,2020-09-16 06:00:00,10767.11,10937.52,10755.44,10910.7,24023.879,0,hold,10731.831478029608,10627.817571484657
4484,2020-09-16 08:00:00,10910.68,10925.0,10841.35,10859.29,16900.097,0,hold,10743.97038488393,10639.108909461014
4485,2020-09-16 10:00:00,10859.61,10924.43,10820.0,10893.78,23857.582,0,hold,10758.237967275938,10651.531889487305
4486,2020-09-16 12:00:00,10893.77,10950.0,10855.0,10915.38,28955.808,0,hold,10773.20387515442,10664.40252902451
4487,2020-09-16 14:00:00,10915.39,11021.93,10854.0,10998.0,30772.628,0,hold,10794.613029901619,10680.675576389167
4488,2020-09-16 16:00:00,10998.0,11089.08,10975.09,11034.0,27413.313,0,hold,10817.411788958607,10697.91091412628
4489,2020-09-16 18:00:00,11033.52,11078.93,10948.25,10979.01,29938.334,0,hold,10832.802094772072,10711.623064656706
4490,2020-09-16 20:00:00,10979.01,11041.17,10964.65,11008.71,12703.328,0,hold,10849.555228603303,10726.115110283208
4491,2020-09-16 22:00:00,11008.72,11033.59,10934.77,10948.17,11115.007,0,hold,10858.947111593467,10736.947056123052
4492,2020-09-17 00:00:00,10948.16,11040.0,10905.4,10952.62,20247.348,0,hold,10867.868339060755,10747.467687531684
4493,2020-09-17 02:00:00,10952.62,10955.99,10864.0,10867.12,18898.76,0,hold,10867.797068674017,10753.304385700869
4494,2020-09-17 04:00:00,10867.15,10925.71,10843.0,10908.51,13102.397,0,hold,10871.674490705063,10760.875391276435
4495,2020-09-17 06:00:00,10908.51,10920.99,10838.2,10878.42,13872.633,0,hold,10872.316920161724,10766.609274628803
4496,2020-09-17 08:00:00,10878.42,10899.62,10850.8,10872.0,11285.348,0,hold,10872.286737289178,10771.75028562252
4497,2020-09-17 10:00:00,10872.0,10880.0,10770.0,10871.59,24938.448,0,hold,10872.220381356874,10776.620515592153
4498,2020-09-17 12:00:00,10871.59,10878.99,10740.0,10813.11,21014.921,0,hold,10866.590821227648,10778.400490441316
4499,2020-09-17 14:00:00,10813.1,10871.15,10767.37,10833.0,21395.877,0,hold,10863.391695396444,10781.063881151495
4500,2020-09-17 16:00:00,10833.0,10863.58,10791.82,10855.56,9568.603,0,hold,10862.6458196444,10784.697838168495
4501,2020-09-17 18:00:00,10855.56,10918.8,10855.56,10910.58,13347.588,0,hold,10867.210979678268,10790.838431428569
4502,2020-09-17 20:00:00,10910.57,10969.75,10902.61,10951.47,10306.124,0,hold,10875.235648280337,10798.674117700344
4503,2020-09-17 22:00:00,10951.46,10958.02,10902.18,10935.33,8506.314,0,hold,10880.958919872686,10805.340258300326
4504,2020-09-18 00:00:00,10935.97,10955.96,10881.28,10896.83,9648.776,0,hold,10882.470451313382,10809.803172529579
4505,2020-09-18 02:00:00,10896.83,10935.0,10896.83,10917.89,5320.977,0,hold,10885.843741664488,10815.075700698866
4506,2020-09-18 04:00:00,10917.98,10922.54,10870.63,10921.54,7917.405,0,hold,10889.24338531549,10820.269081152579
4507,2020-09-18 06:00:00,10921.53,10979.79,10894.0,10948.05,11663.521,0,hold,10894.844015285444,10826.502296706112
4508,2020-09-18 08:00:00,10948.05,11035.0,10922.0,11003.11,15149.837,0,hold,10905.155061448735,10835.117306622888
4509,2020-09-18 10:00:00,11003.64,11009.99,10962.62,10972.08,9732.307,0,hold,10911.528865120283,10841.798413616893
4510,2020-09-18 12:00:00,10972.34,10997.37,10905.0,10910.0,15707.696,0,hold,10911.383258918351,10845.125320269726
4511,2020-09-18 14:00:00,10910.0,10946.0,10861.96,10892.7,18237.592,0,hold,10909.603900926128,10847.44603635413
4512,2020-09-18 16:00:00,10892.71,10896.48,10810.1,10825.96,19525.695,0,hold,10901.637815123639,10846.397937019781
4513,2020-09-18 18:00:00,10825.95,10871.45,10810.11,10858.76,10277.828,0,hold,10897.554213683292,10847.000964482231
4514,2020-09-18 20:00:00,10858.02,10935.0,10841.8,10934.53,7325.378,0,hold,10901.075717142026,10851.270673531879
4515,2020-09-18 22:00:00,10934.53,10938.07,10880.57,10926.29,5521.339,0,hold,10903.477077414214,10854.930152871786
4516,2020-09-19 00:00:00,10926.3,10964.99,10923.05,10939.5,8912.332,0,hold,10906.907831946195,10859.055511268283
4517,2020-09-19 02:00:00,10939.5,10971.78,10934.06,10969.67,5713.869,0,hold,10912.885181284653,10864.451339986903
4518,2020-09-19 04:00:00,10969.67,10974.99,10918.0,10924.22,4910.257,0,hold,10913.964687828971,10867.366884377785
4519,2020-09-19 06:00:00,10923.97,10943.49,10891.9,10892.64,5557.887,0,hold,10911.933765178594,10868.599719286185
4520,2020-09-19 08:00:00,10892.63,10954.07,10880.0,10938.08,8550.414,0,hold,10914.423882780633,10871.989001272224
4521,2020-09-19 10:00:00,10938.09,11168.52,10928.81,11130.7,27638.477,0,hold,10935.021608230098,10884.609049990651
4522,2020-09-19 12:00:00,11130.7,11177.0,11034.4,11102.16,23548.366,0,hold,10950.939550303421,10895.221291454522
4523,2020-09-19 14:00:00,11102.15,11103.38,11042.0,11082.99,10057.213,0,hold,10963.515783607858,10904.380740651863
4524,2020-09-19 16:00:00,11082.99,11112.04,11052.48,11062.0,8187.179,0,hold,10972.895232788062,10912.069485010308
4525,2020-09-19 18:00:00,11061.99,11069.0,11000.4,11046.34,11300.944,0,hold,10979.889972522533,10918.619266229318
4526,2020-09-19 20:00:00,11046.33,11080.0,11018.0,11044.53,6387.227,0,hold,10986.046165615626,10924.761253242521
4527,2020-09-19 22:00:00,11044.53,11080.0,11021.07,11073.74,5475.067,0,hold,10994.397959366517,10932.02850918191
4528,2020-09-20 00:00:00,11073.2,11073.9,10914.0,10932.99,18556.697,0,hold,10988.549582283991,10932.075411173035
4529,2020-09-20 02:00:00,10932.54,10959.43,10890.29,10940.54,12704.592,0,hold,10983.977241114088,10932.48831794508
4530,2020-09-20 04:00:00,10940.25,10974.97,10925.0,10946.02,6036.946,0,hold,10980.362265769889,10933.148399996539
4531,2020-09-20 06:00:00,10946.02,10988.66,10930.15,10956.63,9136.0,0,hold,10978.10204998228,10934.293843899144
4532,2020-09-20 08:00:00,10956.63,10972.0,10921.0,10958.84,7070.563,0,hold,10976.267569031588,10935.491217367478
4533,2020-09-20 10:00:00,10958.84,10977.94,10938.0,10946.15,6082.984,0,hold,10973.399229123817,10936.011157983698
4534,2020-09-20 12:00:00,10946.99,10953.22,10785.0,10859.99,29081.874,0,close,10962.598350159646,10932.30280881376
4535,2020-09-20 14:00:00,10859.99,10871.0,10824.0,10829.0,8805.08,0,hold,10949.87469776349,10927.26364740821
4536,2020-09-20 16:00:00,10829.27,10891.71,10751.0,10887.21,20632.284,0,hold,10943.906631309823,10925.309810949271
4537,2020-09-20 18:00:00,10887.2,10897.0,10846.0,10863.32,8546.027,0,hold,10936.23171404222,10922.285917732233
4538,2020-09-20 20:00:00,10863.33,10889.96,10812.76,10864.73,9374.605,0,hold,10929.42202699058,10919.478311989198
4539,2020-09-20 22:00:00,10864.73,10938.83,10824.13,10914.28,14422.91,0,hold,10927.979929181955,10919.224735794602
4540,2020-09-21 00:00:00,10915.52,10972.5,10886.02,10937.57,15358.299,0,hold,10928.893269259865,10920.119626731448
4541,2020-09-21 02:00:00,10937.57,10963.21,10915.0,10955.0,7868.339,0,hold,10931.37962456845,10921.821108354303
4542,2020-09-21 04:00:00,10955.01,10980.69,10926.39,10952.31,7466.55,0,hold,10933.372993657169,10923.308371361409
4543,2020-09-21 06:00:00,10952.31,10970.0,10882.91,10896.0,12542.818,0,hold,10929.813660927915,10921.976255685242
4544,2020-09-21 08:00:00,10896.0,10907.32,10685.1,10696.27,50311.481,-1,short,10907.57140750621,10910.966194432303
4545,2020-09-21 10:00:00,10696.28,10735.4,10572.01,10634.48,51883.777,0,hold,10881.562702029427,10897.479062996581
4546,2020-09-21 12:00:00,10634.48,10636.0,10506.0,10585.0,47114.643,0,hold,10853.318635169482,10882.236181874796
4547,2020-09-21 14:00:00,10585.0,10599.5,10281.0,10415.61,67503.939,0,hold,10811.632098486674,10859.473929100415
4548,2020-09-21 16:00:00,10415.61,10433.7,10352.06,10393.01,23324.615,0,hold,10771.763327202229,10836.719591095516
4549,2020-09-21 18:00:00,10393.01,10498.0,10373.13,10496.0,18427.194,0,hold,10745.50015318297,10820.099123237198
4550,2020-09-21 20:00:00,10496.0,10532.95,10457.05,10501.51,16147.561,0,hold,10722.262995736974,10804.558190396358
4551,2020-09-21 22:00:00,10501.5,10529.48,10405.72,10414.73,15097.929,0,hold,10692.97413900012,10785.54218110873
4552,2020-09-22 00:00:00,10414.73,10488.17,10353.1,10435.68,20373.291,0,hold,10668.469935285822,10768.475733249768
4553,2020-09-22 02:00:00,10435.68,10478.05,10421.61,10447.7,8510.499,0,hold,10647.444227163363,10752.828136505876
4554,2020-09-22 04:00:00,10448.05,10483.55,10439.01,10458.08,8218.748,0,hold,10629.409538862092,10738.45017862754
4555,2020-09-22 06:00:00,10458.08,10499.35,10359.01,10374.05,23643.717,0,hold,10605.089582779989,10720.674560157904
